id_tx,id_cliente,id_ciudad,categoria,monto,fecha
4343,301,1,hogar,112.27,2025-01-22
4344,34,5,electronica,53.89,2025-09-16
4345,604,4,libros,14.34,2025-06-22
4346,629,2,hogar,73.07,2025-06-19
4347,766,4,electronica,59.3,2025-05-13
4348,418,1,libros,32.63,2025-12-09
4349,7,2,mercado,56.32,2025-03-21
4350,546,1,juguetes,154.05,2025-12-11
4351,223,1,electronica,659.27,2025-09-07
4352,421,1,electronica,946.79,2025-08-03
4353,432,3,mercado,5.94,2025-10-03
4354,724,2,hogar,18.92,2025-10-07
4355,537,2,ropa,283.18,2025-09-14
4356,621,1,mercado,6.7,2025-03-22
4357,1,3,hogar,15.88,2025-09-27
4358,217,2,electronica,20.17,2025-07-18
4359,115,4,electronica,89.25,2025-07-08
4360,306,2,electronica,246.34,2025-11-13
4361,560,2,libros,19.83,2025-02-02
4362,196,6,ropa,214.31,2025-03-27
4363,344,2,libros,15.38,2025-05-19
4364,220,3,electronica,182.87,2025-08-25
4365,360,1,hogar,352.74,2025-02-18
4366,515,1,mercado,96.67,2025-11-14
4367,348,2,hogar,116.92,2025-06-20
4368,403,2,mercado,55.45,2025-11-01
4369,545,7,ropa,171.58,2025-09-09
4370,26,1,mercado,88.94,2025-03-21
4371,655,2,mercado,82.56,2025-08-17
4372,511,5,hogar,40.77,2025-09-05
4373,799,3,libros,5.4,2025-06-02
4374,114,2,mercado,22.64,2025-03-15
4375,696,4,electronica,183.11,2025-06-06
4376,435,1,electronica,464.31,2025-02-04
4377,705,1,hogar,21.67,2025-07-07
4378,503,1,juguetes,31.79,2025-11-04
4379,295,2,ropa,41.25,2025-07-12
4380,609,2,electronica,506.15,2025-01-04
4381,195,2,hogar,153.59,2025-07-12
4382,329,2,juguetes,87.93,2025-01-13
4383,608,2,ropa,26.0,2025-10-07
4384,475,1,libros,16.71,2025-09-13
4385,2,1,ropa,156.06,2025-11-22
4386,512,2,electronica,489.99,2025-04-17
4387,542,4,ropa,37.35,2025-04-12
4388,674,1,electronica,23.58,2025-09-16
4389,276,2,ropa,131.82,2025-12-24
4390,434,2,electronica,278.49,2025-12-05
4391,199,1,mercado,82.2,2025-11-14
4392,61,4,hogar,65.28,2025-10-08
4393,21,3,libros,5.36,2025-02-27
4394,187,2,hogar,276.69,2025-08-13
4395,248,1,ropa,204.25,2025-09-13
4396,798,4,mercado,124.1,2025-01-04
4397,410,2,electronica,430.6,2025-06-16
4398,165,3,mercado,52.51,2025-12-19
4399,115,1,electronica,517.75,2025-08-25
4400,341,2,hogar,30.71,2025-02-12
4401,530,2,ropa,15.94,2025-10-16
4402,90,3,hogar,58.96,2025-11-24
4403,581,2,juguetes,36.22,2025-05-11
4404,330,2,deportes,155.12,2025-11-12
4405,229,3,mercado,68.31,2025-03-22
4406,493,5,electronica,25.75,2025-12-02
4407,447,1,ropa,89.76,2025-11-28
4408,760,3,mercado,66.68,2025-01-19
4409,398,3,deportes,181.81,2025-02-16
4410,375,3,electronica,336.13,2025-10-10
4411,673,1,hogar,54.43,2025-12-19
4412,174,2,electronica,53.36,2025-12-10
4413,726,1,mercado,33.92,2025-02-13
4414,251,3,libros,5.1,2025-12-25
4415,666,1,juguetes,22.5,2025-02-12
4416,273,5,juguetes,68.03,2025-03-07
4417,24,2,mercado,24.51,2025-01-17
4418,303,2,ropa,271.61,2025-05-20
4419,267,2,libros,6.24,2025-12-05
4420,460,1,mercado,47.87,2025-09-18
4421,493,1,deportes,63.15,2025-02-23
4422,249,3,hogar,50.86,2025-05-18
4423,8,5,mercado,60.33,2025-04-06
4424,719,5,juguetes,48.61,2025-10-15
4425,759,1,deportes,151.31,2025-11-01
4426,430,6,electronica,88.2,2025-02-20
4427,216,1,libros,32.37,2025-08-02
4428,27,3,deportes,297.5,2025-07-08
4429,357,4,mercado,8.13,2025-07-14
4430,208,6,hogar,364.99,2025-12-23
4431,274,2,libros,12.28,2025-12-04
4432,510,2,ropa,104.69,2025-07-15
4433,607,2,hogar,301.89,2025-01-21
4434,359,1,electronica,331.67,2025-08-14
4435,611,1,electronica,564.52,2025-01-06
4436,179,6,mercado,49.26,2025-04-27
4437,606,2,libros,37.22,2025-12-17
4438,122,1,ropa,13.06,2025-06-08
4439,163,2,mercado,30.59,2025-05-21
4440,795,2,hogar,191.49,2025-09-07
4441,275,2,ropa,31.5,2025-09-27
4442,274,2,ropa,37.54,2025-11-03
4443,222,1,hogar,24.24,2025-03-17
4444,547,7,electronica,588.75,2025-02-09
4445,70,2,mercado,180.66,2025-06-07
4446,167,2,mercado,16.94,2025-11-12
4447,472,1,hogar,26.58,2025-08-05
4448,373,2,libros,45.6,2025-01-05
4449,77,1,electronica,169.16,2025-01-01
4450,358,2,hogar,30.92,2025-12-09
4451,567,2,mercado,33.34,2025-12-05
4452,694,2,electronica,523.84,2025-08-12
4453,5,3,electronica,1521.06,2025-07-19
4454,491,3,juguetes,49.02,2025-09-02
4455,97,5,electronica,282.94,2025-03-24
4456,601,2,ropa,91.93,2025-11-08
4457,280,2,electronica,1608.75,2025-08-23
4458,485,1,electronica,202.59,2025-03-14
4459,694,1,ropa,15.07,2025-02-12
4460,153,4,mercado,26.65,2025-04-06
4461,440,1,electronica,526.75,2025-11-01
4462,403,4,ropa,27.8,2025-01-07
4463,63,2,mercado,29.01,2025-11-20
4464,537,1,electronica,134.19,2025-10-15
4465,329,2,electronica,261.07,2025-09-05
4466,297,6,ropa,29.42,2025-01-03
4467,543,2,hogar,48.02,2025-12-14
4468,610,5,ropa,108.79,2025-04-15
4469,763,3,electronica,155.61,2025-07-23
4470,706,1,deportes,8.52,2025-03-25
4471,159,1,deportes,214.34,2025-08-17
4472,579,4,electronica,488.52,2025-09-14
4473,789,3,ropa,24.55,2025-03-05
4474,623,2,hogar,190.49,2025-02-18
4475,696,1,ropa,92.89,2025-05-11
4476,146,1,electronica,8.76,2025-05-27
4477,457,3,ropa,7.53,2025-05-27
4478,400,7,deportes,259.38,2025-11-28
4479,465,3,deportes,27.31,2025-09-01
4480,190,3,ropa,42.03,2025-08-16
4481,80,5,deportes,201.65,2025-06-11
4482,450,3,mercado,29.46,2025-03-11
4483,74,2,electronica,216.16,2025-01-05
4484,512,2,libros,28.9,2025-12-10
4485,537,2,mercado,32.08,2025-10-22
4486,571,3,juguetes,21.2,2025-01-26
4487,734,7,electronica,911.2,2025-11-07
4488,601,6,mercado,19.83,2025-12-20
4489,769,4,ropa,73.77,2025-12-11
4490,67,2,ropa,12.94,2025-11-14
4491,539,3,electronica,193.23,2025-09-17
4492,384,4,hogar,94.41,2025-08-10
4493,593,2,deportes,142.42,2025-08-06
4494,521,4,ropa,85.29,2025-07-22
4495,713,2,mercado,132.86,2025-02-06
4496,406,1,mercado,92.38,2025-12-23
4497,430,2,libros,46.1,2025-11-19
4498,276,2,hogar,180.19,2025-05-28
4499,99,2,electronica,24.72,2025-08-10
4500,554,2,mercado,27.67,2025-10-05
4501,640,2,electronica,31.5,2025-07-27
4502,218,2,mercado,102.7,2025-06-12
4503,127,1,deportes,14.27,2025-11-24
4504,289,1,hogar,61.5,2025-12-18
4505,620,4,electronica,155.51,2025-11-21
4506,43,1,libros,8.53,2025-05-16
4507,305,2,electronica,786.42,2025-03-05
4508,56,6,libros,46.98,2025-12-15
4509,675,1,mercado,54.43,2025-03-24
4510,475,2,ropa,10.16,2025-08-24
4511,191,1,ropa,393.54,2025-04-05
4512,742,2,electronica,211.94,2025-05-09
4513,493,2,deportes,177.83,2025-09-02
4514,194,2,electronica,746.01,2025-01-07
4515,756,3,deportes,121.85,2025-10-20
4516,359,2,electronica,74.57,2025-10-01
4517,56,4,electronica,12.47,2025-12-15
4518,231,2,mercado,94.7,2025-06-25
4519,509,2,juguetes,149.81,2025-07-19
4520,712,3,deportes,180.64,2025-03-12
4521,105,1,electronica,233.89,2025-05-09
4522,244,2,electronica,28.78,2025-05-15
4523,684,1,mercado,45.27,2025-07-05
4524,288,1,ropa,50.09,2025-07-16
4525,624,5,ropa,12.17,2025-04-27
4526,273,1,mercado,36.4,2025-11-09
4527,10,1,libros,48.29,2025-10-03
4528,414,3,hogar,131.01,2025-10-05
4529,457,3,mercado,21.5,2025-03-09
4530,409,5,electronica,765.19,2025-12-22
4531,230,2,ropa,82.11,2025-12-16
4532,327,1,ropa,56.63,2025-01-13
4533,790,1,electronica,263.97,2025-05-12
4534,524,2,ropa,97.41,2025-11-24
4535,421,2,hogar,84.29,2025-11-05
4536,184,2,electronica,64.4,2025-12-02
4537,145,1,deportes,43.44,2025-06-03
4538,301,1,mercado,52.75,2025-12-06
4539,309,3,mercado,136.57,2025-10-10
4540,379,1,libros,30.08,2025-11-19
4541,181,1,ropa,14.67,2025-12-27
4542,550,2,ropa,32.92,2025-11-26
4543,346,2,juguetes,65.88,2025-09-06
4544,651,2,libros,24.67,2025-01-26
4545,449,1,mercado,143.74,2025-12-08
4546,734,2,ropa,260.6,2025-07-27
4547,328,1,electronica,270.24,2025-02-11
4548,477,4,electronica,847.97,2025-08-15
4549,201,1,hogar,84.53,2025-01-24
4550,110,2,mercado,40.35,2025-05-07
4551,5,3,mercado,123.05,2025-08-11
4552,725,2,hogar,83.44,2025-11-20
4553,338,2,ropa,55.75,2025-04-21
4554,182,3,mercado,17.15,2025-11-16
4555,611,2,hogar,36.34,2025-11-26
4556,194,4,ropa,28.75,2025-01-23
4557,491,3,deportes,65.85,2025-04-10
4558,513,2,electronica,62.25,2025-10-10
4559,208,1,ropa,71.98,2025-12-07
4560,297,2,electronica,265.18,2025-05-24
4561,600,5,ropa,41.53,2025-04-24
4562,261,4,deportes,27.68,2025-10-06
4563,266,1,mercado,12.46,2025-12-19
4564,162,1,electronica,208.3,2025-07-16
4565,5,2,deportes,185.36,2025-06-13
4566,722,1,electronica,467.36,2025-10-08
4567,714,1,electronica,16.72,2025-12-17
4568,706,2,electronica,57.86,2025-12-01
4569,482,7,mercado,298.4,2025-09-10
4570,252,3,ropa,11.82,2025-10-04
4571,619,2,hogar,281.18,2025-09-14
4572,454,2,ropa,23.51,2025-08-25
4573,366,6,hogar,27.54,2025-04-16
4574,9,1,mercado,110.11,2025-07-18
4575,216,5,hogar,35.86,2025-09-23
4576,106,2,juguetes,99.9,2025-07-27
4577,40,1,electronica,297.78,2025-05-19
4578,294,7,electronica,991.44,2025-01-16
4579,92,2,electronica,558.48,2025-06-12
4580,82,2,juguetes,35.78,2025-04-19
4581,302,1,electronica,215.35,2025-10-27
4582,392,3,ropa,41.46,2025-12-06
4583,377,2,electronica,18.79,2025-08-07
4584,126,2,electronica,709.4,2025-10-22
4585,702,2,ropa,88.25,2025-02-14
4586,181,2,mercado,35.77,2025-04-02
4587,214,7,electronica,227.18,2025-02-06
4588,154,2,electronica,129.03,2025-09-16
4589,779,2,juguetes,14.13,2025-09-22
4590,392,2,ropa,72.39,2025-05-20
4591,714,2,juguetes,21.14,2025-02-22
4592,103,2,electronica,516.7,2025-10-03
4593,517,3,electronica,130.83,2025-05-12
4594,49,1,deportes,80.4,2025-04-12
4595,119,1,juguetes,6.03,2025-11-22
4596,340,1,libros,18.0,2025-05-18
4597,535,7,mercado,164.03,2025-05-07
4598,498,2,mercado,125.07,2025-02-19
4599,62,3,mercado,90.52,2025-04-06
4600,305,1,juguetes,43.33,2025-10-15
4601,200,1,mercado,54.2,2025-04-02
4602,302,5,deportes,11.81,2025-10-01
4603,403,4,electronica,112.97,2025-07-13
4604,429,2,hogar,83.75,2025-11-26
4605,515,7,ropa,39.82,2025-12-15
4606,58,6,hogar,395.64,2025-06-08
4607,369,2,ropa,133.46,2025-12-19
4608,182,2,electronica,175.54,2025-01-05
4609,459,2,mercado,6.64,2025-06-23
4610,697,1,hogar,33.35,2025-02-17
4611,774,4,hogar,354.98,2025-09-04
4612,482,2,mercado,16.53,2025-02-09
4613,298,2,mercado,57.48,2025-08-17
4614,329,2,mercado,73.48,2025-10-12
4615,380,2,ropa,249.11,2025-10-05
4616,380,2,hogar,9.5,2025-01-21
4617,90,3,electronica,421.81,2025-08-02
4618,357,2,deportes,25.54,2025-05-26
4619,162,3,hogar,37.8,2025-06-10
4620,736,2,juguetes,113.78,2025-01-18
4621,679,3,ropa,84.48,2025-12-27
4622,430,3,deportes,10.2,2025-07-17
4623,332,6,mercado,38.05,2025-12-17
4624,284,1,deportes,10.13,2025-01-11
4625,450,4,electronica,38.15,2025-08-12
4626,135,2,deportes,31.44,2025-10-16
4627,420,1,mercado,26.7,2025-01-15
4628,592,1,mercado,133.43,2025-09-27
4629,789,2,hogar,68.54,2025-12-09
4630,654,1,electronica,90.75,2025-05-06
4631,601,3,libros,203.63,2025-10-15
4632,421,1,mercado,22.45,2025-03-19
4633,673,2,hogar,215.16,2025-12-28
4634,457,1,ropa,155.69,2025-08-09
4635,351,4,hogar,123.34,2025-01-04
4636,142,1,hogar,33.98,2025-06-26
4637,710,2,libros,30.97,2025-08-26
4638,740,3,electronica,1078.96,2025-06-16
4639,81,1,mercado,34.05,2025-08-08
4640,606,2,libros,16.1,2025-06-26
4641,477,3,mercado,64.81,2025-12-09
4642,49,6,mercado,37.79,2025-08-15
4643,189,1,electronica,204.37,2025-02-26
4644,478,2,electronica,461.64,2025-03-27
4645,647,2,libros,21.87,2025-06-10
4646,558,1,mercado,70.55,2025-12-13
4647,567,5,mercado,9.57,2025-09-13
4648,534,2,hogar,28.16,2025-04-24
4649,206,3,ropa,29.57,2025-09-09
4650,302,6,deportes,93.08,2025-12-12
4651,181,3,electronica,259.67,2025-08-23
4652,32,2,electronica,88.19,2025-01-28
4653,631,2,electronica,676.71,2025-07-16
4654,388,1,mercado,26.61,2025-05-11
4655,369,3,electronica,55.29,2025-10-20
4656,580,2,ropa,35.06,2025-12-08
4657,44,5,deportes,81.79,2025-10-08
4658,346,3,deportes,92.92,2025-01-21
4659,446,3,electronica,1115.02,2025-02-03
4660,340,2,deportes,352.69,2025-02-20
4661,1,2,electronica,415.86,2025-10-17
4662,784,2,hogar,153.14,2025-02-15
4663,742,3,electronica,169.29,2025-08-04
4664,142,2,electronica,723.92,2025-03-03
4665,138,1,mercado,125.24,2025-03-15
4666,626,1,electronica,1255.16,2025-03-10
4667,622,5,deportes,80.31,2025-04-08
4668,239,5,hogar,61.63,2025-10-14
4669,489,2,deportes,65.2,2025-06-24
4670,564,3,electronica,208.28,2025-12-17
4671,321,2,electronica,131.22,2025-02-03
4672,555,2,electronica,195.83,2025-02-26
4673,104,6,mercado,24.39,2025-06-03
4674,536,2,mercado,146.21,2025-03-12
4675,207,3,mercado,12.51,2025-08-13
4676,374,2,mercado,44.51,2025-08-03
4677,594,2,mercado,122.02,2025-02-17
4678,296,1,hogar,185.53,2025-05-06
4679,251,1,ropa,77.84,2025-06-14
4680,159,2,hogar,79.53,2025-12-27
4681,101,2,ropa,134.7,2025-01-25
4682,197,3,ropa,95.65,2025-05-13
4683,247,1,deportes,382.89,2025-11-25
4684,32,2,electronica,156.15,2025-08-04
4685,157,5,libros,19.62,2025-07-10
4686,368,2,mercado,168.35,2025-03-15
4687,701,2,mercado,20.89,2025-04-18
4688,749,5,mercado,18.81,2025-01-17
4689,567,1,hogar,50.26,2025-08-04
4690,203,4,electronica,210.24,2025-11-19
4691,651,2,ropa,101.24,2025-01-17
4692,441,3,electronica,288.71,2025-11-28
4693,337,2,mercado,101.77,2025-11-13
4694,222,6,mercado,21.99,2025-12-10
4695,158,2,electronica,10.66,2025-01-27
4696,625,1,mercado,167.52,2025-07-23
4697,127,2,mercado,32.62,2025-11-20
4698,575,1,ropa,26.41,2025-10-10
4699,416,3,libros,38.54,2025-05-14
4700,207,7,ropa,129.67,2025-08-16
4701,26,1,juguetes,31.24,2025-02-09
4702,429,2,deportes,165.65,2025-01-04
4703,27,3,ropa,28.84,2025-10-01
4704,450,1,electronica,64.28,2025-12-06
4705,506,1,electronica,370.03,2025-06-05
4706,31,1,electronica,503.85,2025-10-28
4707,104,5,mercado,43.2,2025-09-11
4708,370,1,electronica,595.34,2025-08-02
4709,295,1,electronica,562.12,2025-03-25
4710,333,7,electronica,82.27,2025-11-26
4711,741,2,electronica,390.97,2025-12-26
4712,429,2,electronica,691.91,2025-01-28
4713,561,4,electronica,480.8,2025-07-22
4714,29,1,hogar,32.69,2025-07-10
4715,475,3,ropa,63.73,2025-11-21
4716,340,1,juguetes,77.85,2025-12-17
4717,287,4,ropa,47.76,2025-05-02
4718,66,2,electronica,371.6,2025-05-02
4719,665,4,hogar,125.74,2025-02-25
4720,433,2,electronica,420.99,2025-07-24
4721,197,4,mercado,10.62,2025-12-13
4722,160,6,juguetes,6.38,2025-06-01
4723,542,1,electronica,327.85,2025-07-22
4724,542,2,ropa,50.98,2025-11-26
4725,789,1,mercado,14.8,2025-06-04
4726,377,2,electronica,181.49,2025-12-03
4727,164,1,mercado,25.48,2025-09-01
4728,57,2,electronica,786.92,2025-11-18
4729,95,1,hogar,49.78,2025-02-10
4730,553,2,hogar,53.78,2025-06-25
4731,698,1,libros,15.4,2025-09-03
4732,34,3,electronica,5.3,2025-08-07
4733,709,1,mercado,35.83,2025-06-01
4734,517,1,electronica,34.07,2025-06-02
4735,565,4,juguetes,113.98,2025-02-27
4736,378,2,ropa,48.51,2025-02-22
4737,36,3,mercado,88.19,2025-03-06
4738,185,3,libros,74.2,2025-05-19
4739,430,2,deportes,147.47,2025-08-12
4740,124,1,mercado,16.61,2025-02-14
4741,8,3,ropa,57.58,2025-08-16
4742,79,2,hogar,85.82,2025-02-03
4743,731,1,libros,157.78,2025-02-09
4744,34,2,hogar,75.8,2025-05-06
4745,676,2,hogar,489.93,2025-06-10
4746,527,1,deportes,103.0,2025-12-07
4747,411,4,electronica,196.0,2025-02-11
4748,599,1,electronica,60.73,2025-12-10
4749,561,2,electronica,428.02,2025-03-07
4750,215,2,mercado,7.37,2025-05-24
4751,764,2,mercado,175.85,2025-04-20
4752,180,7,ropa,249.34,2025-09-22
4753,80,1,hogar,191.81,2025-07-26
4754,568,6,juguetes,32.05,2025-06-18
4755,584,2,hogar,247.8,2025-01-12
4756,781,1,ropa,235.86,2025-02-13
4757,11,1,electronica,211.62,2025-02-27
4758,600,7,ropa,10.0,2025-09-22
4759,584,1,ropa,128.85,2025-07-21
4760,103,2,juguetes,24.71,2025-05-25
4761,758,5,deportes,25.02,2025-05-14
4762,215,1,mercado,70.43,2025-05-25
4763,680,6,hogar,50.99,2025-11-17
4764,613,2,ropa,51.24,2025-12-05
4765,711,5,deportes,56.5,2025-04-21
4766,163,1,juguetes,119.36,2025-01-07
4767,234,2,mercado,32.49,2025-03-02
4768,188,1,deportes,163.44,2025-09-10
4769,211,1,mercado,80.29,2025-08-05
4770,205,1,electronica,275.14,2025-06-13
4771,275,3,electronica,144.46,2025-01-24
4772,30,1,mercado,10.89,2025-11-02
4773,279,7,hogar,225.92,2025-01-21
4774,53,4,mercado,5.16,2025-03-16
4775,395,2,hogar,25.09,2025-07-12
4776,484,3,deportes,30.82,2025-07-24
4777,274,1,libros,32.09,2025-08-03
4778,542,1,ropa,23.04,2025-02-28
4779,458,2,ropa,20.92,2025-07-22
4780,507,2,deportes,41.07,2025-10-06
4781,19,4,electronica,41.11,2025-06-27
4782,579,3,mercado,17.3,2025-05-23
4783,527,3,libros,5.8,2025-11-20
4784,131,1,juguetes,120.72,2025-02-11
4785,139,2,electronica,127.71,2025-01-03
4786,738,5,electronica,70.91,2025-02-24
4787,253,1,electronica,454.01,2025-12-27
4788,430,2,ropa,201.56,2025-11-18
4789,190,2,hogar,115.08,2025-09-17
4790,133,2,mercado,60.86,2025-04-25
4791,290,4,hogar,193.95,2025-04-23
4792,530,2,ropa,61.6,2025-09-13
4793,45,2,ropa,66.57,2025-02-02
4794,502,1,electronica,895.53,2025-10-21
4795,554,1,hogar,160.27,2025-02-19
4796,45,3,electronica,567.18,2025-07-24
4797,559,2,mercado,64.08,2025-07-28
4798,495,4,electronica,13.44,2025-01-03
4799,726,2,electronica,148.26,2025-11-22
4800,106,6,libros,7.55,2025-07-18
4801,604,2,deportes,206.14,2025-10-23
4802,267,6,electronica,98.53,2025-08-28
4803,111,1,juguetes,39.81,2025-12-11
4804,606,5,mercado,62.01,2025-11-25
4805,739,1,libros,78.92,2025-02-18
4806,508,3,deportes,17.05,2025-11-20
4807,738,3,electronica,1182.25,2025-06-17
4808,212,2,ropa,12.67,2025-10-24
4809,539,3,hogar,77.43,2025-06-06
4810,432,3,juguetes,183.63,2025-07-15
4811,444,5,hogar,72.19,2025-11-27
4812,67,2,deportes,13.91,2025-07-21
4813,121,4,electronica,115.57,2025-04-09
4814,550,1,electronica,175.22,2025-06-12
4815,441,1,hogar,137.39,2025-10-03
4816,98,5,hogar,48.69,2025-06-02
4817,427,3,electronica,25.94,2025-09-18
4818,639,3,electronica,224.12,2025-09-19
4819,695,3,libros,10.3,2025-09-01
4820,676,3,ropa,18.27,2025-06-16
4821,322,2,deportes,162.92,2025-06-04
4822,239,5,electronica,508.39,2025-01-06
4823,214,2,deportes,89.16,2025-04-16
4824,382,2,electronica,34.31,2025-12-03
4825,649,3,ropa,48.09,2025-03-16
4826,121,1,ropa,182.1,2025-10-19
4827,751,1,ropa,36.69,2025-08-03
4828,152,4,ropa,5.21,2025-08-10
4829,342,1,ropa,112.61,2025-04-24
4830,350,7,hogar,255.02,2025-01-24
4831,162,5,ropa,6.12,2025-08-07
4832,68,1,deportes,239.3,2025-01-04
4833,68,6,ropa,36.79,2025-06-11
4834,630,2,electronica,14.99,2025-06-07
4835,713,3,mercado,89.37,2025-11-04
4836,635,2,ropa,85.39,2025-03-18
4837,443,2,libros,9.78,2025-05-11
4838,177,6,ropa,48.91,2025-03-28
4839,399,3,electronica,726.43,2025-08-25
4840,668,2,juguetes,18.47,2025-08-13
4841,335,3,mercado,28.16,2025-06-15
4842,434,3,deportes,15.68,2025-03-17
4843,402,1,electronica,312.96,2025-11-06
4844,34,1,mercado,52.19,2025-11-26
4845,754,1,electronica,368.48,2025-02-15
4846,572,5,hogar,102.29,2025-09-03
4847,659,1,electronica,629.98,2025-11-20
4848,75,5,ropa,57.85,2025-10-09
4849,521,1,ropa,167.57,2025-07-04
4850,225,2,hogar,15.55,2025-01-01
4851,303,2,hogar,160.29,2025-04-15
4852,498,2,mercado,30.75,2025-03-27
4853,661,2,ropa,39.82,2025-02-23
4854,268,5,deportes,156.17,2025-02-18
4855,311,2,ropa,12.84,2025-07-20
4856,298,2,libros,13.54,2025-10-11
4857,584,3,juguetes,11.78,2025-10-04
4858,71,1,electronica,159.76,2025-06-14
4859,688,3,libros,7.23,2025-08-10
4860,516,4,mercado,6.95,2025-07-22
4861,87,2,mercado,69.43,2025-06-17
4862,331,1,deportes,104.52,2025-11-05
4863,525,4,electronica,409.1,2025-11-08
4864,302,4,electronica,98.9,2025-11-10
4865,202,2,electronica,355.0,2025-12-15
4866,488,6,electronica,511.28,2025-08-02
4867,106,2,hogar,101.18,2025-08-19
4868,750,3,mercado,288.21,2025-05-05
4869,14,3,mercado,43.62,2025-06-25
4870,250,1,mercado,34.35,2025-08-13
4871,262,4,electronica,279.53,2025-01-22
4872,429,2,hogar,68.55,2025-04-28
4873,356,7,electronica,37.4,2025-06-10
4874,788,3,deportes,123.56,2025-07-02
4875,218,3,libros,16.07,2025-03-04
4876,49,2,electronica,150.74,2025-08-16
4877,775,6,mercado,25.8,2025-03-02
4878,750,4,juguetes,8.37,2025-12-05
4879,469,1,deportes,22.59,2025-07-26
4880,160,1,mercado,183.92,2025-05-21
4881,293,2,ropa,95.37,2025-05-16
4882,163,1,hogar,18.38,2025-05-24
4883,339,3,electronica,204.92,2025-12-07
4884,253,4,ropa,23.19,2025-10-23
4885,3,2,mercado,43.8,2025-03-03
4886,172,2,electronica,74.31,2025-07-03
4887,454,1,mercado,25.04,2025-05-20
4888,488,2,hogar,90.89,2025-06-08
4889,152,7,hogar,111.52,2025-11-28
4890,620,1,juguetes,50.31,2025-06-08
4891,66,2,mercado,9.45,2025-11-11
4892,269,2,hogar,7.4,2025-05-21
4893,90,2,electronica,604.3,2025-12-05
4894,163,3,ropa,202.19,2025-06-20
4895,292,2,hogar,11.4,2025-01-07
4896,636,2,mercado,62.36,2025-11-09
4897,89,4,mercado,21.3,2025-11-12
4898,651,5,hogar,77.82,2025-12-05
4899,566,3,hogar,204.22,2025-08-11
4900,468,3,mercado,7.13,2025-05-11
4901,542,2,juguetes,7.99,2025-02-06
4902,419,1,hogar,59.48,2025-01-14
4903,415,1,deportes,200.87,2025-05-21
4904,259,1,electronica,305.85,2025-10-07
4905,468,4,mercado,126.22,2025-07-25
4906,191,7,electronica,237.74,2025-06-02
4907,35,1,electronica,28.37,2025-01-22
4908,798,1,ropa,117.85,2025-01-25
4909,266,3,electronica,121.66,2025-06-26
4910,124,2,deportes,42.66,2025-12-07
4911,510,2,electronica,81.68,2025-11-06
4912,468,1,ropa,59.78,2025-08-28
4913,364,6,deportes,34.69,2025-10-26
4914,766,3,mercado,116.06,2025-11-25
4915,709,1,ropa,347.05,2025-08-10
4916,344,1,electronica,785.75,2025-12-02
4917,542,4,ropa,72.26,2025-03-06
4918,86,1,hogar,81.0,2025-06-27
4919,280,7,mercado,24.02,2025-01-23
4920,14,3,electronica,74.69,2025-02-01
4921,733,7,ropa,111.71,2025-02-13
4922,367,3,juguetes,49.19,2025-03-02
4923,689,5,juguetes,39.04,2025-12-20
4924,182,1,electronica,280.83,2025-05-25
4925,145,6,mercado,23.11,2025-12-07
4926,711,2,juguetes,115.03,2025-04-28
4927,800,1,mercado,6.71,2025-12-13
4928,798,3,deportes,235.62,2025-10-01
4929,619,2,ropa,8.61,2025-08-08
4930,284,1,ropa,54.24,2025-09-09
4931,412,4,electronica,326.44,2025-02-08
4932,230,3,ropa,81.6,2025-07-25
4933,552,2,electronica,272.16,2025-04-07
4934,257,1,libros,15.03,2025-11-05
4935,221,1,electronica,329.37,2025-10-25
4936,337,2,mercado,5.43,2025-02-09
4937,499,1,mercado,25.91,2025-04-04
4938,763,2,electronica,517.94,2025-11-13
4939,502,7,ropa,84.28,2025-07-14
4940,590,2,ropa,119.06,2025-02-12
4941,155,3,libros,13.63,2025-09-27
4942,573,3,juguetes,25.34,2025-11-19
4943,23,1,libros,24.13,2025-06-08
4944,745,1,hogar,8.72,2025-01-28
4945,276,1,deportes,108.85,2025-06-25
4946,41,1,ropa,63.67,2025-12-28
4947,671,2,juguetes,72.84,2025-10-07
4948,286,1,ropa,53.01,2025-01-07
4949,638,4,electronica,478.35,2025-02-09
4950,677,3,libros,38.85,2025-09-07
4951,517,3,hogar,262.35,2025-02-21
4952,474,4,mercado,29.75,2025-03-16
4953,535,1,ropa,96.21,2025-01-15
4954,523,6,ropa,35.68,2025-01-06
4955,559,2,mercado,81.04,2025-02-19
4956,758,3,electronica,245.21,2025-01-12
4957,427,1,hogar,181.37,2025-11-09
4958,680,2,ropa,65.45,2025-10-14
4959,182,4,deportes,24.72,2025-11-03
4960,752,3,mercado,41.43,2025-03-04
4961,385,4,electronica,99.09,2025-01-11
4962,309,7,ropa,150.67,2025-02-03
4963,315,2,mercado,16.23,2025-05-27
4964,577,5,electronica,406.47,2025-10-18
4965,68,3,hogar,94.8,2025-04-07
4966,501,5,ropa,104.93,2025-06-15
4967,594,3,mercado,27.32,2025-11-03
4968,540,2,deportes,52.85,2025-04-12
4969,233,1,ropa,67.72,2025-08-08
4970,400,3,hogar,171.22,2025-10-02
4971,503,1,hogar,40.63,2025-12-23
4972,94,4,hogar,224.12,2025-02-16
4973,653,1,mercado,36.5,2025-10-24
4974,654,1,electronica,262.86,2025-11-12
4975,431,2,electronica,860.5,2025-08-04
4976,26,3,mercado,62.89,2025-07-20
4977,787,3,ropa,69.49,2025-04-15
